2016-1-4,TYAH16,798844,34
2016-1-5,TYAH16,714682,29
2016-1-6,TYAH16,910190,41
2016-1-7,TYAH16,1103711,41
2016-1-8,TYAH16,1061690,62
2016-1-11,TYAH16,813314,32
2016-1-12,TYAH16,1104327,65
2016-1-13,TYAH16,1255591,53
2016-1-14,TYAH16,1108158,38
2016-1-15,TYAH16,1221485,60
2016-1-18,TYAH16,208709,19
2016-1-19,TYAH16,1077204,49
2016-1-20,TYAH16,1386191,43
2016-1-21,TYAH16,1276970,48
2016-1-22,TYAH16,812663,26
2016-1-25,TYAH16,645255,38
2016-1-26,TYAH16,833333,37
2016-1-27,TYAH16,831514,42
2016-1-28,TYAH16,1231970,54
2016-1-29,TYAH16,1031592,27
2016-2-1,TYAH16,917779,41
2016-2-2,TYAH16,1137524,66
2016-2-3,TYAH16,1389367,59
2016-2-4,TYAH16,1197879,48
2016-2-5,TYAH16,1143548,44
2016-2-8,TYAH16,1258709,98
2016-2-9,TYAH16,1368383,41
2016-2-10,TYAH16,1148737,67
2016-2-11,TYAH16,1568535,97
2016-2-12,TYAH16,1022934,59
2016-2-15,TYAH16,228863,23
2016-2-16,TYAH16,895304,30
2016-2-17,TYAH16,1009897,65
2016-2-18,TYAH16,951455,62
2016-2-19,TYAH16,817388,40
2016-2-22,TYAH16,702541,38
2016-2-23,TYAH16,1003726,55
2016-2-24,TYAH16,1048644,61
2016-2-25,TYAH16,835517,40
2016-2-26,TYAM16,563790,44
2016-2-29,TYAM16,813212,36
2016-3-1,TYAM16,1121870,78
2016-3-2,TYAM16,993043,25
2016-3-3,TYAM16,820369,28
2016-3-4,TYAM16,1031213,47
2016-3-7,TYAM16,659971,23
2016-3-8,TYAM16,890486,36
2016-3-9,TYAM16,792124,26
2016-3-10,TYAM16,1182057,64
2016-3-11,TYAM16,739367,33
2016-3-14,TYAM16,547505,23
2016-3-15,TYAM16,694830,35
2016-3-16,TYAM16,917176,73
2016-3-17,TYAM16,949192,32
2016-3-18,TYAM16,603266,19
2016-3-21,TYAM16,604130,34
2016-3-22,TYAM16,802045,47
2016-3-23,TYAM16,649199,43
2016-3-24,TYAM16,516060,32
2016-3-28,TYAM16,341847,32
2016-3-29,TYAM16,778315,56
2016-3-30,TYAM16,798108,30
2016-3-31,TYAM16,856601,37
2016-4-1,TYAM16,855653,26
2016-4-4,TYAM16,556899,33
2016-4-5,TYAM16,748039,20
2016-4-6,TYAM16,724907,25
2016-4-7,TYAM16,753331,41
2016-4-8,TYAM16,549880,19
2016-4-11,TYAM16,617502,29
2016-4-12,TYAM16,732836,35
2016-4-13,TYAM16,797301,23
2016-4-14,TYAM16,770429,29
2016-4-15,TYAM16,563556,30
2016-4-18,TYAM16,698991,38
2016-4-19,TYAM16,750372,19
2016-4-20,TYAM16,998392,57
2016-4-21,TYAM16,1000543,26
2016-4-22,TYAM16,692483,27
2016-4-25,TYAM16,678833,27
2016-4-26,TYAM16,816299,27
2016-4-27,TYAM16,900539,58
2016-4-28,TYAM16,985480,34
2016-4-29,TYAM16,1018474,29
2016-5-2,TYAM16,615906,34
2016-5-3,TYAM16,922915,45
2016-5-4,TYAM16,810739,25
2016-5-5,TYAM16,910710,40
2016-5-6,TYAM16,1012378,48
2016-5-9,TYAM16,662758,28
2016-5-10,TYAM16,728416,17
2016-5-11,TYAM16,730626,24
2016-5-12,TYAM16,874662,28
2016-5-13,TYAM16,855426,27
2016-5-16,TYAM16,622542,31
2016-5-17,TYAM16,804194,23
2016-5-18,TYAM16,1294726,65
2016-5-19,TYAM16,1004114,30
2016-5-20,TYAM16,610303,18
2016-5-23,TYAM16,513440,21
2016-5-24,TYAM16,637736,32
2016-5-25,TYAM16,661771,19
2016-5-26,TYAM16,606772,30
2016-5-27,TYAU16,343778,31
2016-5-30,TYAU16,86413,13
2016-5-31,TYAU16,1163004,34
2016-6-1,TYAU16,1135295,28
2016-6-2,TYAU16,993683,27
2016-6-3,TYAU16,1522538,76
2016-6-6,TYAU16,988336,24
2016-6-7,TYAU16,622223,23
2016-6-8,TYAU16,752083,22
2016-6-9,TYAU16,929528,17
2016-6-10,TYAU16,1016133,34
2016-6-13,TYAU16,1019486,20
2016-6-14,TYAU16,1452897,38
2016-6-15,TYAU16,1111509,63
2016-6-16,TYAU16,1445409,52
2016-6-17,TYAU16,997509,23
2016-6-20,TYAU16,923422,23
2016-6-21,TYAU16,905548,28
2016-6-22,TYAU16,863683,18
2016-6-23,TYAU16,1982325,195
2016-6-24,TYAU16,1948844,126
2016-6-27,TYAU16,1236102,44
2016-6-28,TYAU16,1037864,21
2016-6-29,TYAU16,998281,37
2016-6-30,TYAU16,1858965,55
2016-7-1,TYAU16,1219559,60
2016-7-4,TYAU16,136671,33
2016-7-5,TYAU16,1003845,47
2016-7-6,TYAU16,1327366,42
2016-7-7,TYAU16,1173079,43
2016-7-8,TYAU16,1319734,54
2016-7-11,TYAU16,917854,44
2016-7-12,TYAU16,1376275,47
2016-7-13,TYAU16,1099237,21
2016-7-14,TYAU16,1341558,40
2016-7-15,TYAU16,1082564,43
2016-7-18,TYAU16,807809,28
2016-7-19,TYAU16,825021,20
2016-7-20,TYAU16,814437,30
2016-7-21,TYAU16,1218891,58
2016-7-22,TYAU16,838380,35
2016-7-25,TYAU16,697449,26
2016-7-26,TYAU16,1036498,33
2016-7-27,TYAU16,1074208,49
2016-7-28,TYAU16,1181234,35
2016-7-29,TYAU16,1345325,66
2016-8-1,TYAU16,1024217,29
2016-8-2,TYAU16,1370806,33
2016-8-3,TYAU16,948934,24
2016-8-4,TYAU16,1041570,41
2016-8-5,TYAU16,1240674,65
2016-8-8,TYAU16,926960,26
2016-8-9,TYAU16,859655,35
2016-8-10,TYAU16,936095,28
2016-8-11,TYAU16,1004912,47
2016-8-12,TYAU16,1072141,49
2016-8-15,TYAU16,750724,34
2016-8-16,TYAU16,1393558,49
2016-8-17,TYAU16,1055025,36
2016-8-18,TYAU16,831879,26
2016-8-19,TYAU16,862539,35
2016-8-22,TYAU16,840470,39
2016-8-23,TYAU16,793182,24
2016-8-24,TYAU16,719281,16
2016-8-25,TYAU16,868771,19
2016-8-26,TYAU16,1513127,69
2016-8-29,TYAU16,714079,36
2016-8-30,TYAZ16,520488,21
2016-8-31,TYAZ16,1179167,24
2016-9-1,TYAZ16,1190440,40
2016-9-2,TYAZ16,1278609,56
2016-9-5,TYAZ16,103616,11
2016-9-6,TYAZ16,1050910,51
2016-9-7,TYAZ16,787550,16
2016-9-8,TYAZ16,1224277,47
2016-9-9,TYAZ16,1159642,34
2016-9-12,TYAZ16,1146878,40
2016-9-13,TYAZ16,1402658,55
2016-9-14,TYAZ16,952141,32
2016-9-15,TYAZ16,1342131,47
2016-9-16,TYAZ16,860643,29
2016-9-19,TYAZ16,554582,23
2016-9-20,TYAZ16,796738,37
2016-9-21,TYAZ16,983099,46
2016-9-22,TYAZ16,1036446,28
2016-9-23,TYAZ16,611897,14
2016-9-26,TYAZ16,806153,29
2016-9-27,TYAZ16,1013309,34
2016-9-28,TYAZ16,1018146,25
2016-9-29,TYAZ16,1073284,32
2016-9-30,TYAZ16,1558702,43
2016-10-3,TYAZ16,762533,24
2016-10-4,TYAZ16,1382883,38
2016-10-5,TYAZ16,1126708,33
2016-10-6,TYAZ16,1258687,29
2016-10-7,TYAZ16,1348012,32
2016-10-10,TYAZ16,312178,33
2016-10-11,TYAZ16,1089663,22
2016-10-12,TYAZ16,1180237,47
2016-10-13,TYAZ16,1012854,20
2016-10-14,TYAZ16,1112048,29
2016-10-17,TYAZ16,797038,32
2016-10-18,TYAZ16,1090603,26
2016-10-19,TYAZ16,937429,21
2016-10-20,TYAZ16,1005224,23
2016-10-21,TYAZ16,662544,16
2016-10-24,TYAZ16,771547,26
2016-10-25,TYAZ16,975244,24
2016-10-26,TYAZ16,1042988,37
2016-10-27,TYAZ16,1504397,38
2016-10-28,TYAZ16,1291396,30
2016-10-31,TYAZ16,1036792,15
2016-11-1,TYAZ16,1438698,41
2016-11-2,TYAZ16,1406122,32
2016-11-3,TYAZ16,1013366,28
2016-11-4,TYAZ16,1232073,28
2016-11-7,TYAZ16,675845,13
2016-11-8,TYAZ16,2004248,115
2016-11-9,TYAZ16,3123108,179
2016-11-10,TYAZ16,2735816,73
2016-11-11,TYAZ16,488484,39
2016-11-14,TYAZ16,2210327,66
2016-11-15,TYAZ16,1556448,40
2016-11-16,TYAZ16,1647835,52
2016-11-17,TYAZ16,1538268,79
2016-11-18,TYAZ16,1532497,54
2016-11-21,TYAZ16,1288036,27
2016-11-22,TYAZ16,1346494,27
2016-11-23,TYAZ16,1782779,68
2016-11-24,TYAZ16,256353,37
2016-11-25,TYAZ16,545169,22
2016-11-28,TYAZ16,871090,22
2016-11-29,TYAZ16,637770,30
2016-11-30,TYAH17,2032081,58
2016-12-1,TYAH17,1786315,55
2016-12-2,TYAH17,1383114,41
2016-12-5,TYAH17,1353156,58
2016-12-6,TYAH17,783878,15
2016-12-7,TYAH17,793657,30
2016-12-8,TYAH17,1303279,43
2016-12-9,TYAH17,1393934,44
2016-12-12,TYAH17,1356837,45
2016-12-13,TYAH17,1171324,31
2016-12-14,TYAH17,1692492,94
2016-12-15,TYAH17,1974077,42
2016-12-16,TYAH17,1228355,34
2016-12-19,TYAH17,948453,37
2016-12-20,TYAH17,751811,26
2016-12-21,TYAH17,475149,23
2016-12-22,TYAH17,558574,24
2016-12-23,TYAH17,261101,17
2016-12-26,TYAH17,3556,5
2016-12-27,TYAH17,246541,13
2016-12-28,TYAH17,595526,34
2016-12-29,TYAH17,729244,30
2016-12-30,TYAH17,748480,30
2017-1-2,TYAH17,17992,12
2017-1-3,TYAH17,1367268,42
2017-1-4,TYAH17,1076495,27
2017-1-5,TYAH17,1801352,59
2017-1-6,TYAH17,1456680,65
2017-1-9,TYAH17,850557,40
2017-1-10,TYAH17,868109,19
2017-1-11,TYAH17,1418261,40
2017-1-12,TYAH17,1355969,31
2017-1-13,TYAH17,1525306,62
2017-1-16,TYAH17,166782,22
2017-1-17,TYAH17,1374062,38
2017-1-18,TYAH17,1253918,61
2017-1-19,TYAH17,1709719,40
2017-1-20,TYAH17,1392930,33
2017-1-23,TYAH17,1595202,53
2017-1-24,TYAH17,1098624,47
2017-1-25,TYAH17,1347299,42
2017-1-26,TYAH17,1283573,29
2017-1-27,TYAH17,1026097,25
2017-1-30,TYAH17,1144412,19
2017-1-31,TYAH17,2003542,39
2017-2-1,TYAH17,1442864,33
2017-2-2,TYAH17,1312936,28
2017-2-3,TYAH17,1795420,47
2017-2-6,TYAH17,1225477,38
2017-2-7,TYAH17,1326267,36
2017-2-8,TYAH17,1613462,37
2017-2-9,TYAH17,1360455,41
2017-2-10,TYAH17,1112063,18
2017-2-13,TYAH17,767957,19
2017-2-14,TYAH17,1424519,42
2017-2-15,TYAH17,1306632,32
2017-2-16,TYAH17,1269634,35
2017-2-17,TYAH17,962414,36
2017-2-20,TYAH17,123626,11
2017-2-21,TYAH17,1005714,26
2017-2-22,TYAH17,1550648,35
2017-2-23,TYAH17,1128053,27
2017-2-24,TYAH17,1051734,38
2017-2-27,TYAH17,710177,31
2017-2-28,TYAM17,1546631,50
2017-3-1,TYAM17,1482783,38
2017-3-2,TYAM17,1253571,29
2017-3-3,TYAM17,1269618,25
2017-3-6,TYAM17,875779,23
2017-3-7,TYAM17,818923,18
2017-3-8,TYAM17,1650466,43
2017-3-9,TYAM17,1174104,28
2017-3-10,TYAM17,1556581,31
2017-3-13,TYAM17,798866,38
2017-3-14,TYAM17,867649,22
2017-3-15,TYAM17,1489761,63
2017-3-16,TYAM17,1147055,33
2017-3-17,TYAM17,777413,30
2017-3-20,TYAM17,734501,28
2017-3-21,TYAM17,1736825,46
2017-3-22,TYAM17,1626178,24
2017-3-23,TYAM17,1467992,28
2017-3-24,TYAM17,928612,24
2017-3-27,TYAM17,1061684,20
2017-3-28,TYAM17,1301813,40
2017-3-29,TYAM17,1173704,28
2017-3-30,TYAM17,999811,27
